question_text,prediction,ground_truths,generated_text,correctness,EccentricityUncertainty,PTrue_VLM,Entropy,PRelevant_VLM,LARS_BASE,llava_evqa_bm25,llava_evqa_bm25_with_context,llava_evqa_rerank,llava_evqa_rerank_with_context,llava_evqa_eva_clip,llava_evqa_eva_clip_with_context,qwen_evqa_bm25,qwen_evqa_bm25_with_context,qwen_evqa_rerank,qwen_evqa_rerank_with_context,qwen_evqa_eva_clip,qwen_evqa_eva_clip_with_context,llava_infoseek_bm25,llava_infoseek_bm25_with_context,llava_infoseek_rerank,llava_infoseek_rerank_with_context,llava_infoseek_eva_clip,llava_infoseek_eva_clip_with_context,qwen_infoseek_bm25,qwen_infoseek_bm25_with_context,qwen_infoseek_rerank,qwen_infoseek_rerank_with_context,qwen_infoseek_eva_clip,qwen_infoseek_eva_clip_with_context,Image_Perturbation
What can reverse the dormancy of this plant's seeds?,Sunlight,['higher temperatures'],"['Water', 'Light', 'Light', 'Sunlight', 'Sun', 'Sun', 'Sun', 'Sun', 'Sunlight', 'Sunlight']",0,-2.1114886793310874,0.984331206414384,-0.8118736420292407,0.1095978523507593,0.1623577922582626,0.0338872112333774,0.0980899408459663,0.0334623232483863,0.1056152507662773,0.0397903583943843,0.0478320308029651,0.0058548571541905,0.0093323979526758,0.0184371843934059,0.026860112324357,0.0064054415561258,0.0479840822517871,0.0010962663218379,0.032169871032238,0.0040016691200435,0.0888534635305404,0.0052929702214896,0.0104114385321736,0.0011554297525435,0.0035076476633548,0.0015416295500472,0.0031362858135253,0.0011562537401914,0.0528785102069377,0.06201171875
How are the leaves of this plant similar to maple leaves?,Shape,['superficially'],"[""It doesn't have maple leaves"", 'Shrub', 'Shape', 'They are shaped like hands', 'They turn red before they finish growing', 'Shape', 'Shiny', 'Fall', 'Apex', 'Shape']",0,-2.118674802881682,0.9804487803108956,-1.4487645661595114,0.1232241776472375,0.1811631470918655,0.0031692327465862,0.0072273248806595,0.0215143058449029,0.0356244444847106,0.0170290488749742,0.0167304687201976,0.0020810787100344,0.0192603822797536,0.0076123471371829,0.0160638336092233,0.0028832680545747,0.1373513042926788,0.001821101643145,0.0147301070392131,0.0041616293601691,0.0252808853983879,0.0011375973699614,0.0023890270385891,0.0014892889885231,0.0022860243916511,0.0149918599054217,0.0061405999585986,0.0009801652049645,0.0594720393419265,0.1728515625
goldcrests will occasionally feed on the ground among this?,Yes,['leaf-litter'],"['No', 'Yes', 'Pine needles', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'No']",0,-2.8631838379815515,0.9768797419323284,-0.5285592933604494,0.1794652940784962,0.8356192708015442,0.00228973175399,0.0017159422859549,0.0037653639446944,0.0029815032612532,0.001199725549668,0.0015342780388891,0.001888328581117,0.0207891073077917,0.0014751610578969,0.0106527274474501,0.0013430950930342,0.0329201966524124,0.0049061947502195,0.1706831753253936,0.0027388897724449,0.1441511809825897,0.0353410653769969,0.0982991605997085,0.0039827278815209,0.1324932277202606,0.0067970906384289,0.087186761200428,0.002449877327308,0.2616148591041565,0.302734375
This wilderness was at the southern what of Rohrbaugh Plains?,Yes,['end'],"['No', 'Yes', 'Plain', 'No', 'New york', 'Yes', 'Rohrbaugh Plains', 'Pennsylvania', 'Unknown', 'Pennsylvania']",0,-4.203461552381871,0.9856914284306924,-1.2376335716882576,0.1286343687209221,0.9551753997802734,0.0015151427360251,0.0011875728378072,0.0032869782298803,0.0042318627238273,0.0009564182837493,0.0013112998567521,0.0016832950059324,0.0132813220843672,0.0016560866497457,0.0121311470866203,0.0022634323686361,0.0094788605347275,0.0075857085175812,0.0201935544610023,0.0464194528758525,0.0371898896992206,0.4105264842510223,0.027520939707756,0.0053630163893103,0.0785093829035759,0.043560117483139,0.0516153201460838,0.0304710753262043,0.2040561139583587,0.08184814453125
What is the status of this bird in the milder parts of its range?,Common,['resident'],"['Common', 'Breeding populations', 'Abundant', 'Migratory', 'Endangered', 'Thriving', 'Common', 'Unknown', 'Invasive', 'Commonly seen']",0,-4.052256497073081,0.994059159865915,-1.34927887559946,0.1599317987395238,0.4050449430942535,0.2598671019077301,0.3448390364646911,0.0925945043563842,0.0352002941071987,0.3188763558864593,0.0711216330528259,0.0404813811182975,0.0843977704644203,0.1021546870470047,0.4864742457866668,0.219950184226036,0.264090359210968,0.003077542874962,0.0048941131681203,0.0062762605957686,0.0192663129419088,0.0314200520515441,0.0020848657004535,0.0034841790329664,0.0082029709592461,0.0065485397353768,0.0236416980624198,0.004204383585602,0.0770984068512916,0.13427734375
What kind of georgian plan does this building follow?,3 story,['traditional'],"['Palladian', 'Hexagonal', 'Colonnades', 'Two story', 'Georgian', 'No', 'Georgian', 'Triangular', 'Straight', 'Symmetrical']",0,-6.770413397994843,0.9011667724834086,-1.4530596158048137,0.2580783165768103,0.3205630183219909,0.0018872919026762,0.0010808237129822,0.0025667287409305,0.0031164644751697,0.001672665704973,0.0012590998085215,0.0007889351109042,0.0011272673727944,0.0007190517499111,0.0009568945388309,0.0006610500859096,0.0005759183550253,0.0006533141131512,0.0093090012669563,0.0008871863246895,0.00604187278077,0.0007606205763295,0.0028681210242211,0.0009783472632989,0.0031093142461031,0.0012705819681286,0.001166625181213,0.0007890493143349,0.0011285605141893,0.1695556640625
What part of the plant is similar between ipomoea quamoclit and this plant?,Flower,['flowers'],"['Flower', 'Flower', 'Flower', 'Flower', 'Flower', 'Leaves', 'Flower', 'Leaves', 'None', 'Flower']",0,-3.66273203673681,0.9849021206014722,-0.6285585809343804,0.2218265796792873,0.6984160542488098,0.3201067447662353,0.0290345717221498,0.2509973645210266,0.3754296004772186,0.1021946892142295,0.1388391703367233,0.1385729014873504,0.5289850831031799,0.1311588734388351,0.4334124624729156,0.2177928835153579,0.2399756461381912,0.0020040494855493,0.030026426538825,0.0028312718495726,0.1502542197704315,0.0141221014782786,0.0209282636642456,0.0053930319845676,0.0093214455991983,0.0187556743621826,0.0133355082944035,0.0019153365865349,0.1259425431489944,0.383056640625
What is another name for this bird?,Pelican,['median egret'],"['Pelican', 'Swan', 'Stork', 'Blue heron', 'Crane', 'Stork', 'Pelican', 'Stork', 'Pelican', 'Swan']",0,-6.0605530094062665,0.9537117530603136,-0.6963764738398216,0.1203696926464901,0.5311474800109863,0.0019879841711372,0.011025970801711,0.0081583587452769,0.0231334660202264,0.0123642459511756,0.0141737526282668,0.0042548538185656,0.0137446979060769,0.0036725858226418,0.0093259243294596,0.0064750108867883,0.0410306677222251,0.0098473681136965,0.003054505912587,0.0010085371322929,0.0039419285021722,0.0095011740922927,0.0091865686699748,0.0032869232818484,0.1597600579261779,0.0357560589909553,0.1046885624527931,0.0090706162154674,0.1477237343788147,0.41845703125
What genus is this tree in?,Maple,['Quercus'],"['Pine', 'Maple', 'Maple', 'Quercus', 'Asparagus', 'Maple', 'Magnolia', 'Arborvitae', 'Maple', 'Maple']",0,-6.324555320336758,0.9768201197441856,-0.8050923545495607,0.0974783477499485,0.4866532683372497,0.0056516248732805,0.0361129455268383,0.0161863025277853,0.0732133239507675,0.1056763082742691,0.0578103736042976,0.2673004269599914,0.0565068013966083,0.2973783910274505,0.0953297466039657,0.5134740471839905,0.0752327963709831,0.002974116243422,0.005324340891093,0.0097535299137234,0.0065228980965912,0.009260568767786,0.0051394598558545,0.0182180721312761,0.0326864644885063,0.0391462445259094,0.0042277700267732,0.0021275209728628,0.038514457643032,0.291259765625
How many petal-like sepals do the flowers of this plant have?,6,['6 to 12'],"['2', '4', '1', '2', '6', '6', '7', '2', '6', '25']",0,-6.693008541439943,0.9574736946548984,-0.8893735057596738,0.1714142949821605,0.2844627797603607,0.0052789798937737,0.0018005752936005,0.0086917970329523,0.0208055134862661,0.0025704926811158,0.0244801454246044,0.0034652766771614,0.0183128546923398,0.005261221434921,0.0177037306129932,0.0069430526345968,0.0691227465867996,0.0026935630012303,0.2101888805627823,0.0079509411007165,0.0466800481081008,0.017493650317192,0.0545481145381927,0.0052512316033244,0.0070697236806154,0.0225110109895467,0.0054320464842021,0.0477801859378814,0.1257988363504409,0.022857666015625
How long does it take this bird to recover on the surface?,10 minutes,['5 to 10 seconds'],"['2 years', 'Hour', '15 minutes', '15 minutes', '1 second', '20 seconds', '1 hour', 'Week', '1 day', '1 hour']",0,-7.458984901146015,0.9411921993410122,-1.1196746083841815,0.1261463548090292,0.0783082619309425,0.0070260926149785,0.0011484923306852,0.0089747086167335,0.0099784722551703,0.0133781814947724,0.0077187456190586,0.0007720554131083,0.000604311004281,0.0011127096367999,0.0011383561650291,0.0017209165962412,0.0056558256037533,0.0027365942951291,0.0073736393824219,0.0041958456858992,0.0277291014790534,0.007580591365695,0.0020845106337219,0.0009507493814453,0.0007196508813649,0.0011080723488703,0.0008033124031499,0.0008195875561796,0.0006594666047021,0.0545654296875
Where is this nuraghe considered unique?,Italy,['North-East Sardinia'],"[""It doesn't have vault"", 'Etruria', 'Abandoned', 'Ruins', 'Tuscany', 'Italy', 'Nuraghe', 'In europe', 'Italy', 'Unique to this area']",0,-1.833522398717228,0.965601880111394,-1.4805628548582417,0.2491628855626362,0.835691511631012,0.0651041641831398,0.0222013220191001,0.0854304507374763,0.0162818524986505,0.0757535099983215,0.0348923243582248,0.0334811843931674,0.1374330520629882,0.020270749926567,0.1783472299575805,0.0448228791356086,0.0565938651561737,0.154066801071167,0.2031008899211883,0.0568765886127948,0.1691024750471115,0.045352004468441,0.0377239994704723,0.0210286416113376,0.1090486571192741,0.0598748326301574,0.0904846861958503,0.056303534656763,0.0870497524738311,0.09515380859375
What type of virus can attack this tree?,Canker,['plant viruses'],"['Bacteria', 'Pine sap', 'Plasmodium', 'Canker', 'Canker', 'Herpes', 'None', 'Plant virus', 'Cocrosi', 'Bacterial']",0,-7.552557870368274,0.9450489492445412,-1.5754535952893396,0.0651887252901813,0.1389961391687393,0.0108611192554235,0.0053305109031498,0.0090169254690408,0.0033940596040338,0.0102686649188399,0.007979686371982,0.002630464034155,0.0042623654007911,0.0025936041492968,0.0169031806290149,0.0019084402592852,0.002977357013151,0.0010928254341706,0.0133582642301917,0.0016841767355799,0.0290178693830966,0.0028929791878908,0.0014541514683514,0.0012990301474928,0.0192349553108215,0.0055443979799747,0.009941678494215,0.0010270292405039,0.0424024239182472,0.05279541015625
What kind of quail can be found in this nature reserve?,Quail,['common'],"['Pigeon', 'Puff', 'Marsh', 'Partridge', 'Swan', 'None', 'Woodcock', 'Quail', 'Quail', 'Pheasant']",0,-8.05726148886941,0.9900779330964437,-1.4008223118260503,0.1365299960113412,0.8873752951622009,0.0085220010951161,0.02317157946527,0.0380422621965408,0.0066741951741278,0.0177323948591947,0.0109052900224924,0.0036706407554447,0.0010652949567884,0.008743024431169,0.0014333772705867,0.0044355653226375,0.0216925293207168,0.0016674981452524,0.1009071245789527,0.0017858860082924,0.024645522236824,0.0136467739939689,0.0070379222743213,0.0110389506444334,0.0031888629309833,0.0428240224719047,0.1943231225013733,0.0665977373719215,0.0040732719935476,0.0897216796875
