question_text,prediction,ground_truths,generated_text,correctness,EccentricityUncertainty,PTrue_VLM,Entropy,PRelevant_VLM,LARS_BASE,llava_evqa_bm25,llava_evqa_bm25_with_context,llava_evqa_rerank,llava_evqa_rerank_with_context,llava_evqa_eva_clip,llava_evqa_eva_clip_with_context,qwen_evqa_bm25,qwen_evqa_bm25_with_context,qwen_evqa_rerank,qwen_evqa_rerank_with_context,qwen_evqa_eva_clip,qwen_evqa_eva_clip_with_context,llava_infoseek_bm25,llava_infoseek_bm25_with_context,llava_infoseek_rerank,llava_infoseek_rerank_with_context,llava_infoseek_eva_clip,llava_infoseek_eva_clip_with_context,qwen_infoseek_bm25,qwen_infoseek_bm25_with_context,qwen_infoseek_rerank,qwen_infoseek_rerank_with_context,qwen_infoseek_eva_clip,qwen_infoseek_eva_clip_with_context,Image_Perturbation
What is the genre of this building?,Church,['equestrian statue'],"['Gothic', 'Historical', 'Public', 'Church', 'Gothic', 'Gothic', 'History', 'Clock tower', 'Gothic', 'Castle']",0,-6.606546508324321,0.9768797419323284,-1.183996332086584,0.2218265796792873,0.7013276815414429,0.0044975895434618,0.0049216211773455,0.0096482625231146,0.0100168660283088,0.0105253402143716,0.1071506887674331,0.0205436609685421,0.2221905291080474,0.0284201502799987,0.1906891018152237,0.0211966056376695,0.0978482440114021,0.0006555335130542,0.0044663567095994,0.0005495783989317,0.0093880612403154,0.0015695969341322,0.001301058451645,0.0010410199174657,0.0363700948655605,0.0016985023394227,0.0273462682962417,0.0020975549705326,0.0063133146613836,0.159423828125
What country does this lake belong to?,Canada,['Russia'],"['Canada', 'Canada', 'Canada', 'Spain', 'Canada', 'Canada', 'Switzerland', 'Usa', 'Canada', 'Canada']",0,-4.295187568770483,0.9890134347445642,-0.9661684625209696,0.1237064634423576,0.8138563632965088,0.0322727002203464,0.4230607748031616,0.017443997785449,0.09275883436203,0.3463939428329468,0.1407934874296188,0.2201559394598007,0.16562120616436,0.3904691338539123,0.1015477105975151,0.516839861869812,0.165370836853981,0.4972073435783386,0.0663883239030838,0.2150969505310058,0.1653040945529937,0.4954459965229034,0.2987619042396545,0.2176207453012466,0.0213265791535377,0.1209601089358329,0.028720436617732,0.4365846812725067,0.2862559258937835,0.353515625
What place inflows lake?,River,['Aare | Lütschine'],"['River', 'River', 'River', 'River', 'Stream', 'Creek', 'Rocky mountains', 'River', 'River', 'River']",0,-4.295187568770487,0.989602164649495,-0.6959357511193958,0.1839006937404939,0.8765164017677307,0.0799172818660736,0.1467655599117279,0.1334016472101211,0.3093541264533996,0.1805816888809204,0.5871905088424683,0.0356578007340431,0.1612715870141983,0.0616923011839389,0.351112425327301,0.1087264567613601,0.1816395223140716,0.001045262441039,0.021204249933362,0.0005909680621698,0.0111478390172123,0.0013828428927809,0.0276716034859418,0.0011006995337083,0.2031820118427276,0.0011108752805739,0.0713763907551765,0.0011197616113349,0.5069175958633423,0.36181640625
What is the minimum height of a male of this animal in centimetre?,60,['70'],"['20', '78cm', '25', '75', '25', '20', '70', '75', '61', '60']",0,-6.957155298249108,0.9581167456208262,-0.9490704597881996,0.1141865373856091,0.0632163882255554,0.0074630128219723,0.0019982412923127,0.0083118509501218,0.0108246188610792,0.0033200508914887,0.0214570108801126,0.0013429264072328,0.0076627125963568,0.0014372058212757,0.0014667586656287,0.0018660039640963,0.0047290557995438,0.0046502673067152,0.0898730903863906,0.0319024287164211,0.0109811471775174,0.2074109464883804,0.0181857589632272,0.0089556444436311,0.0017297122394666,0.0181396827101707,0.0039033454377204,0.0706637948751449,0.00746655697003,0.022674560546875
What is the location of this facility?,Greece,['Ephesus'],"['Museum', 'Rome', 'City', 'Spain', 'Outside', 'Turkey', 'On hill', 'Tour', 'City', 'Across street']",0,-5.980416382282303,0.9461455279505888,-2.026814695591262,0.2281985803845754,0.7762858867645264,0.0036287524271756,0.0023952354677021,0.0086897183209657,0.0037836905103176,0.0403499528765678,0.0105574307963252,0.0521840937435627,0.03949486464262,0.1148086786270141,0.0606303513050079,0.0478270165622234,0.0673199146986007,0.137308731675148,0.0112656010314822,0.0398699417710304,0.0509475953876972,0.5497244596481323,0.0431094616651535,0.0351780876517295,0.2789233326911926,0.0363837778568267,0.077190525829792,0.0103651825338602,0.1054714545607566,0.155029296875
How wide is the vehicle in the image? answer in millimetre,2000,['1748'],"['2000', '100', '2000', '2500', '2000mm', 'Wide', '1111', '2500', '50', '1500']",0,-6.635104743272231,0.9692036562767194,-0.7846519728840905,0.1217885724935409,0.0411892868578434,0.0098702562972903,0.0011867620050907,0.0055257258936762,0.0095342081040143,0.0130165684968233,0.0053504379466176,0.0007111669983714,0.0007507617701776,0.000832199177239,0.0008650144445709,0.0013499663909897,0.0023756746668368,0.0021212555002421,0.0176850743591785,0.0027499592397361,0.0168609209358692,0.0042756171897053,0.002741961274296,0.0024569740053266,0.0007225113222375,0.0018288532737642,0.0007786396308802,0.0012381903361529,0.0009316767682321,0.267822265625
What is the height of this river in metre?,100,['23'],"['20', '5 meters', '2', '50', '6', '200', '50', '25', '30', '10']",0,-8.854377448471464,0.8498293396296077,-1.0816840470900448,0.0901527342308163,0.0988934114575386,0.0028212859760969,0.0012821326963603,0.0064299241639673,0.0099240839481353,0.0088840927928686,0.0051393401809036,0.0010277198161929,0.0013408190570771,0.0014611829537898,0.0012108029332011,0.0030827585142105,0.0038869108539074,0.0011069613974541,0.0382218435406684,0.0015040561556816,0.0203794036060571,0.0009919335134327,0.0056215156801044,0.0027322708629071,0.0009480144944973,0.0036867687013,0.0008172172820195,0.0066960407420992,0.0019310739589855,0.044189453125
On what date did this building officially open?,1964,['1971 10 16'],"['2022', '1952', '1756', '2002', 'Unknown', '25 MAY 1968', '1980', '15087', '1977-06-01', '2008']",0,-8.70442309419423,0.94553936673494,-1.2111533202627296,0.0903289858545583,0.013313571922481,0.0017461501993238,0.0011637272546067,0.0026534795761108,0.0053915134631097,0.0076955412514507,0.0153116146102547,0.0011150721693411,0.0003091301477979,0.0008065688307397,0.0008574143867008,0.0009305709390901,0.0005419250810518,0.0031306233722716,0.0200214013457298,0.0006554357823915,0.0178991723805665,0.0117162307724356,0.0042899614199995,0.0015708241844549,0.000890233030077,0.0017005378613248,0.0007989229634404,0.0015144337667152,0.0024618743918836,0.09063720703125
Who found this building?,Construction worker,['Neagoe Basarab'],"['No one', 'Christian', 'Michelangelo', 'Christians', 'Church', 'People', 'Christian', 'Architect', 'Noah', 'Constantine']",0,-6.581247927659201,0.7819443695208073,-1.6397617021643476,0.0861925204326561,0.107881873846054,0.0017027914291247,0.0065637328661978,0.0026240877341479,0.0029379196930676,0.0027422364801168,0.0042539159767329,0.0007162248366512,0.0016570029547438,0.0013382323086261,0.0051072146743535,0.0007116717169992,0.005768671631813,0.0007883042562752,0.0022343324963003,0.0006268578581511,0.0130855813622474,0.0014061513356864,0.0045237694866955,0.0007848103414289,0.0019336785189807,0.0010350449010729,0.0024795932695269,0.0007184555288404,0.0051104431040585,0.211669921875
What is the weight of a male of this animal in kilogram?,20,['29.5'],"['20', '25', '25', '15', '25', '20', 'Around 15 kilogram', '15', '16', '50']",0,-6.057866568564993,0.94076145434113,-0.794410815010633,0.0835406553666116,0.1193863749504089,0.0040631731972098,0.0012963938061147,0.0062958532944321,0.0085377357900142,0.0142863793298602,0.0105292303487658,0.0010538172209635,0.0026782827917486,0.0012788518797606,0.0019989337306469,0.0014513044152408,0.0052423663437366,0.0114137111231684,0.0242542177438735,0.0444471538066864,0.0157434195280075,0.0501311384141445,0.0079062143340706,0.0065919724293053,0.0015731899766251,0.0098014324903488,0.0009636616450734,0.0100076869130134,0.0026206581387668,0.043212890625
What is the closest parent taxonomy of this plant?,Tree,['Acacia'],"['Tree', 'Tree', 'Tree', 'Tree', 'Tree', 'Tree', 'Trees', 'Tree', 'Woody', 'Cypress']",0,-3.4122996732632203,0.9792526736149866,-0.6479160975897684,0.1884457122023974,0.8737425208091736,0.0828746110200882,0.0906232520937919,0.0440968312323093,0.073748305439949,0.1929094195365905,0.1280385553836822,0.3410260081291199,0.0887297466397285,0.2042752355337143,0.0994452685117721,0.3438416123390198,0.1249767616391182,0.0006415512179955,0.0098834857344627,0.0005158295971341,0.0049302685074508,0.0006532294792123,0.0039942432194948,0.0016026108060032,0.0099505903199315,0.0018412750214338,0.0403450764715671,0.0012536108260974,0.0144010987132787,0.681640625
What is the height of this park in terms of foot above sea level?,100,['20'],"[""200'"", '10', '150', '6', '500', '50', '255', '15', '160', '30']",0,-9.486832980505136,0.9201754524207416,-1.2074152739780646,0.1559221495720363,0.0789482444524765,0.0031681917607784,0.0014119414845481,0.0039793546311557,0.0101794926449656,0.0157600231468677,0.0130789130926132,0.0006849362398497,0.00149597087875,0.0007753795944154,0.0013033826835453,0.0008947486639954,0.0025550907012075,0.0009470571530982,0.076564185321331,0.0015328616136685,0.0156393032521009,0.0015113544650375,0.0045216549187898,0.0021003065630793,0.0010603383416309,0.001747375819832,0.0007874220609664,0.002083527855575,0.001475206692703,0.055694580078125
Which diocese does this building belong to?,Catholic,['Diocese of Tagbilaran'],"['Catholic church', 'Catholic', 'Unsure', 'Cannot', 'Diocese', ""Can't"", 'Catholic', 'No information', 'Church', 'Catholic']",0,-3.0051595547471,0.9870234080792836,-1.8357276977602544,0.1627679540067739,0.7036532163619995,0.0178153179585933,0.0197815671563148,0.0310162119567394,0.0352839678525924,0.0072886939160525,0.0179210118949413,0.0932613760232925,0.1679947525262832,0.1177975162863731,0.190300777554512,0.0386180207133293,0.2967683374881744,0.0007781572057865,0.0068523422814905,0.0022111285943537,0.0138063449412584,0.0011936579830944,0.0012219726340845,0.0148181580007076,0.0112226111814379,0.0130346091464161,0.0060829427093267,0.0293044131249189,0.0492882430553436,0.1414794921875
What is the closest upper taxonomy of this animal?,Fish,['Gnathostomata'],"['Fish', 'Fish', 'Coral', 'Fish', 'Fish', 'Fish', 'Human', 'Fish', 'Fish', 'Fish']",0,-3.16227766016838,0.9810922912289428,-0.6367835680604912,0.2152117584606856,0.9132601618766784,0.0685718357563018,0.0620159283280372,0.1906457990407943,0.0737535133957862,0.1799055486917495,0.0112748304381966,0.2202820628881454,0.0773167535662651,0.1930199265480041,0.0749366953969001,0.2580835223197937,0.1018990501761436,0.0005840809317305,0.0038851757999509,0.0005049848696216,0.0303380712866783,0.0005355992470867,0.0026510630268603,0.0008632417302578,0.0066732289269566,0.0009023288730531,0.0034767400939017,0.0008815045002847,0.0028417881112545,0.73291015625
In which year did this building come into service?,1900,['1772'],"['2000', '1922', '1756', '1900', 'Unknown', '1555', '1810', '1800', '1887', '1900']",0,-8.85437744847146,0.9758666594785425,-0.9562387090734168,0.0917514604007268,0.0239638313651084,0.0022052777931094,0.0016820814926177,0.0028562338557094,0.006543134804815,0.0166131015866994,0.0725597664713859,0.0008084340952336,0.0010732470545917,0.0007739585125818,0.0012423439184203,0.001208706293255,0.0062393904663622,0.0115818595513701,0.0179213564842939,0.0031530275009572,0.0111185424029827,0.0150311375036835,0.0062051517888903,0.0017352639697492,0.0009805279551073,0.0021310921292752,0.0010308881755918,0.0011085321893915,0.001872451393865,0.10296630859375
How many metre is the vertical depth of the lake?,100,['78'],"['200', 'Hundred', '2', '50', '6', '200', '50', '25', '30', '10']",0,-7.43991803511497,0.8741340984500585,-1.0511645073940357,0.065443866747075,0.0789617747068405,0.0037830863147974,0.0013855345314368,0.0038964140694588,0.0153379300609231,0.0055973385460674,0.0069687729701399,0.0009419210837222,0.0009059807052835,0.0022473006974905,0.0007599833770655,0.0034174025058746,0.0041397437453269,0.0007810955285094,0.0294288974255323,0.0011744133662432,0.0188258308917284,0.0010535136098042,0.0052176099270582,0.0042315814644098,0.0012361723929643,0.004998480901122,0.0008012994658201,0.0053930981084704,0.0017780291382223,0.05352783203125
What is the parent organization of this aircraft?,Oras,['Hawker Siddeley'],"['Delta', 'American airlines', 'International air transport association', 'Ora', 'Orca', 'Air force', 'Aerospatiale', 'Oragae', 'ORSIN', 'Oras']",0,-7.512167512865261,0.9460877815727524,-1.7461233789334074,0.1554660148917505,0.1155845895409584,0.0015193896833807,0.001151340897195,0.0031998008489608,0.002089878777042,0.0231740567833185,0.0015078972792252,0.0008852716418914,0.1534940302371978,0.0012210545828565,0.0107593741267919,0.0006841384456492,0.0143395494669675,0.0008700166363269,0.001322325784713,0.0014471379108726,0.0030883306171745,0.1464099586009979,0.0009705949341878,0.0009239144274033,0.2864794135093689,0.0015523473266512,0.0031360830180346,0.0008628918440081,0.0018664703238755,0.30859375
Which body of water is this building located in or next to?,Lake,['River Thames'],"['Ocean', 'Lake', 'Harbor', 'Ocean', 'River', 'River', 'Ocean', 'Mediterranean', 'Ocean', 'Ocean']",0,-5.692099788303082,0.9094550836828624,-0.8190292795421555,0.2881884637049954,0.6687467694282532,0.0356524176895618,0.1093114390969276,0.0358669906854629,0.2682328820228576,0.3048027753829956,0.3971247673034668,0.1117798238992691,0.0921996906399726,0.1499885618686676,0.1292927861213684,0.0144649930298328,0.2047727406024933,0.0006621251814067,0.04539680108428,0.0007410957477986,0.0405885353684425,0.004207566846162,0.0390195660293102,0.003198963124305,0.1452062427997589,0.0132983596995472,0.598932147026062,0.0077583803795278,0.93037086725235,0.347412109375
What is this building named after?,Saint,['Trinity'],"['No one', ""Christ's"", 'ST PATRICK', 'Church', 'St', 'Saint', 'No', 'St pauls', 'Church', 'Jesus']",0,-6.120396625073034,0.9827254095153544,-1.7114726353331382,0.0789403717093977,0.2347419261932373,0.0014753534924238,0.0013390317326411,0.0031771771609783,0.0024594878777861,0.013417555950582,0.0015895722899585,0.003731518285349,0.1231745705008506,0.006344714667648,0.0298829786479473,0.0030670654959976,0.0424076654016971,0.0005809116410091,0.001423938665539,0.0005490629700943,0.0032129397150129,0.0005733116413466,0.0017135456437245,0.0014464104315266,0.257129818201065,0.0024113962426781,0.5781209468841553,0.001208336208947,0.0096387760713696,0.29296875
What is this bridge named after?,Golden gate,['Vasco da Gama'],"['No one', 'Unknown', 'Golden gate', 'George', 'Sun', 'Golden gate', 'Name', 'Don', 'No', 'Golden gate bridge']",0,-5.156577588181229,0.9841209530412182,-1.904404941185688,0.0872085305886974,0.3226383328437805,0.0033063702285289,0.0101718567311763,0.0097291693091392,0.0898226648569107,0.0569073520600795,0.0445758737623691,0.0012076343409717,0.0304956715553998,0.0013047775719314,0.019247630611062,0.0008371421135962,0.0379912741482257,0.0026638654526323,0.1015930622816085,0.0031710530165582,0.1476018875837326,0.0014533256180584,0.0237038899213075,0.0015839942498132,0.0336426608264446,0.0102359028533101,0.0543768778443336,0.0029439544305205,0.0899108871817588,0.30078125
Who is the architect of this bridge?,Engineer,['Othmar Ammann'],"['Engineer', 'Unknown', 'Beam engineer', 'Leonardo', 'Engineer', 'Eero saario', 'Eero souparlas', 'Engineer', 'George wash', 'Unknown']",0,-5.467269878183287,0.9825904619841068,-1.5054909836268051,0.1089575551372881,0.2814303934574127,0.0026537242811173,0.024134837090969,0.0128393024206161,0.0140139469876885,0.0049030296504497,0.0313212163746356,0.003150149481371,0.0171322505921125,0.0082053802907466,0.018842913210392,0.0020053754560649,0.0184121299535036,0.0007155691855587,0.0411258414387702,0.0012325394200161,0.0305555276572704,0.0035265418700873,0.0024443203583359,0.0010521755320951,0.0023657302372157,0.0026098457165062,0.0190758220851421,0.0015214455779641,0.0011108942562714,0.0989990234375
