question_text,prediction,ground_truths,generated_text,correctness,EccentricityUncertainty,PTrue_VLM,Entropy,PRelevant_VLM,LARS_BASE,llava_evqa_bm25,llava_evqa_bm25_with_context,llava_evqa_rerank,llava_evqa_rerank_with_context,llava_evqa_eva_clip,llava_evqa_eva_clip_with_context,qwen_evqa_bm25,qwen_evqa_bm25_with_context,qwen_evqa_rerank,qwen_evqa_rerank_with_context,qwen_evqa_eva_clip,qwen_evqa_eva_clip_with_context,llava_infoseek_bm25,llava_infoseek_bm25_with_context,llava_infoseek_rerank,llava_infoseek_rerank_with_context,llava_infoseek_eva_clip,llava_infoseek_eva_clip_with_context,qwen_infoseek_bm25,qwen_infoseek_bm25_with_context,qwen_infoseek_rerank,qwen_infoseek_rerank_with_context,qwen_infoseek_eva_clip,qwen_infoseek_eva_clip_with_context,Image_Perturbation
What is the closest parent taxonomy of this bird?,Heron,['Egretta'],"['Family: Ardeidae', 'Family: Ardeidae', 'Heron', 'Family: Ardeidae', 'Family: Ardeidae', 'Family: Ardeidae', 'Family: Ardeidae', 'Family: Ardeidae', 'Family: Ardeidae', 'Family: Ardeidae']",0,-0.0308155751338209,4.539992976248485e-05,-0.1963771993768335,0.0019304541362277,0.6955302357673645,0.0144913839176297,0.0013128421269357,0.02004318498075,0.0020447701681405,0.0209401100873947,0.0031940527260303,0.0831595808267593,0.0134485168382525,0.0934477746486663,0.0112264277413487,0.2583850920200348,0.0625336319208145,0.0007011315901763,0.0050361901521682,0.0005216452409513,0.0084095178171992,0.0033738806378096,0.0013200740795582,0.0720249265432357,0.4942545592784881,0.0193906929343938,0.1954067796468734,0.0020111361518502,0.5150536894798279,0.6384087800979614
Which city or region does this building locate in?,Nuremberg,['Nuremberg'],"['Nuremberg', 'Nuremberg', 'Nuremberg', 'Nuremberg', 'Nuremberg', 'Nuremberg', 'Nuremberg', 'Nuremberg', 'Nuremberg', ' Nuremberg']",1,-0.0003140373876812,1.0,-0.1418587890370145,0.0031827807965096,0.982711136341095,0.0206708312034606,0.0052701504901051,0.0370918475091457,0.0117500592023134,0.2756192684173584,0.0639566034078598,0.2734339833259582,0.0046997480094432,0.2565211355686188,0.0204304195940494,0.4550903737545013,0.1664940863847732,0.7325149774551392,0.0481939949095249,0.4621727466583252,0.0348058156669139,0.7907496094703674,0.023344611749053,0.2559356987476349,0.3036598563194275,0.307629257440567,0.0202177818864583,0.251054048538208,0.183248296380043,0.8609437346458435
Which city or region does this building locate in?,Sibiu,['Sümeg'],"['Banská Štiavnica', ' Bratislava', 'Sibiu', 'Banská Štiavnica', 'Câmpulung Moldovenesc', ' Sibiu', ' Bratislava', ' Bratislava', 'Sibiu', 'Câmpulung Moldovenesc']",0,-5.42800103673096,0.9992907179680997,-0.5169074204309476,0.0031827807965096,0.5204067826271057,0.0038314422126859,0.004620598629117,0.0144695676863193,0.0027574189007282,0.0335636511445045,0.022256463766098,0.006187442690134,0.0058962791226804,0.0083915162831544,0.0045509892515838,0.0479152761399745,0.0019593138713389,0.0179408360272645,0.0098132453858852,0.0310697387903928,0.0068713747896254,0.3218689262866974,0.0072454917244613,0.0040145637467503,0.1411041766405105,0.0183907765895128,0.0628780499100685,0.0009711647289805,0.384657621383667,0.5720168352127075
Which continent does this building belong to?,Europe,['Europe'],"['Europe', 'Europe', 'None, there is no building in the image.', 'Europe', 'None, this is not a building.', 'None, this is not a building.', 'Europe', 'None, this is not a building.', 'None, there is no building in the image.', 'None, there is no building in the image.']",1,-3.098348293662384,0.777281172269963,-0.411629433545039,0.0015034391929775,0.6691914200782776,0.0500641502439975,0.1388872414827346,0.025426072999835,0.1791457831859588,0.3746349811553955,0.2348921597003936,0.1773667335510254,0.0728948563337326,0.3222933709621429,0.3065769970417022,0.6332526206970215,0.5510029792785645,0.3337841629981994,0.3066805601119995,0.1322960406541824,0.1612447649240493,0.3978034853935241,0.432687908411026,0.3167983591556549,0.055733535438776,0.2834669351577759,0.6365771889686584,0.4732445478439331,0.3197375535964966,0.7182974815368652
what has this bridge crossed over?,river,['Seine'],"['river', 'river', 'river', 'river', 'river', 'river', 'river', 'river', 'river', 'river']",0,-1.1102230246251563e-16,1.0,-0.0803190320729356,0.0015034391929775,0.981831669807434,0.1153610348701477,0.0763204097747802,0.0456483289599418,0.0888340324163436,0.5464856028556824,0.3544598221778869,0.0613301917910575,0.1932760775089264,0.0737226754426956,0.3352228999137878,0.0977912694215774,0.2577570378780365,0.0141672501340508,0.0331100821495056,0.0105081126093864,0.2740883827209472,0.003546887775883,0.1526722908020019,0.0017627622000873,0.4917905926704407,0.0013395381392911,0.3802036345005035,0.0020939202513545,0.4701395034790039,0.7833473086357117
What is the genre of this building?,monument,['equestrian statue'],"['Monument', ' monument', 'Monument', 'Monument', 'Monument', ' monument', ' monument', ' monument', ' monument', 'Monument']",0,-0.0004715118246994,1.0,-0.4278336165654556,0.0011708796207911,0.9558250308036804,0.0055122734047472,0.0059051313437521,0.0140330549329519,0.0255188923329114,0.0774867013096809,0.1599404215812683,0.1065497919917106,0.0678210332989692,0.0628244206309318,0.1146847307682037,0.0622405633330345,0.1530983000993728,0.0045304289087653,0.0169089045375585,0.0010576028143987,0.007188459392637,0.1120358705520629,0.0020734909921884,0.0018448453629389,0.0402716360986232,0.0011471649631857,0.0053104744292795,0.0018187792738899,0.0241557229310274,0.9823647141456604
What country does this lake belong to?,Russia,['Russia'],"['Russia', ' Russia', ' Russia', ' Russia', 'Russia', 'Russia', 'Russia', 'Russia', ' Russia', ' Russia']",1,-0.0015254397966924,1.0,-0.3467183111752092,0.004086771438464,0.8461683392524719,0.0160985384136438,0.0529241524636745,0.0216761697083711,0.0789618045091629,0.2819413840770721,0.2809562981128692,0.3069373071193695,0.1401101797819137,0.4714153409004211,0.2363637685775756,0.7642876505851746,0.2903810441493988,0.3040705919265747,0.1006280109286308,0.2384335398674011,0.0846486464142799,0.3851985037326813,0.2027427405118942,0.6398131251335144,0.2665648758411407,0.5643244385719299,0.8566529750823975,0.5931211113929749,0.9054824709892272,0.7779019474983215
What place inflows lake?,Switzerland,['Aare | Lütschine'],"['Switzerland', 'Switzerland', 'no inflow', 'Switzerland', 'Switzerland', 'Switzerland', 'The place inflows lake is a small island with a tree and rocks.', 'The place is a lake.', 'A small island with a tree.', 'Switzerland']",0,-2.657415009443874,7.485182988770058e-05,-0.577494944052128,0.0003354626279025,0.4342967569828033,0.0430156178772449,0.0190582927316427,0.0642019063234329,0.0159152541309595,0.3575376868247986,0.0838472098112106,0.0022467907983809,0.014384620822966,0.0245316047221422,0.0366477258503437,0.042302455753088,0.0125019792467355,0.1589781194925308,0.0885469689965248,0.1249920427799224,0.0240232087671756,0.2065179646015167,0.2996255755424499,0.0021411566995084,0.0186066832393407,0.0039177625440061,0.0056801647879183,0.0081706764176487,0.035355232656002,0.3591429591178894
What is the minimum height of a male of this animal in centimetre?,70,['70'],"['70', '60', '65', '60', '60', '70', '70', '70', '70', '70']",1,-3.947014311152425,0.9996643629793364,-0.5107521891593934,0.0003354626279025,0.2851674258708954,0.0226758141070604,0.0021295372862368,0.0781772136688232,0.0740133076906204,0.1881029307842254,0.0415319837629795,0.0026185624301433,0.0060867727734148,0.0089872246608138,0.0044731656089425,0.0241792537271976,0.0116113908588886,0.0332577861845493,0.0090995235368609,0.0227117035537958,0.0114369932562112,0.2833849787712097,0.0360887572169303,0.0513075999915599,0.0010045632952824,0.0501030646264553,0.0019219284877181,0.0563964657485485,0.0010768971405923,0.6157989501953125
What is the location of this facility?,Turkey,['Ephesus'],"['Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey']",0,-6.661338147750939e-16,1.0,-0.0289299879129885,0.004086771438464,0.979336678981781,0.0091627407819032,0.1651953160762787,0.0159365739673376,0.0499259009957313,0.7772143483161926,0.7150089740753174,0.2835740447044372,0.0292045809328556,0.1859074532985687,0.115398921072483,0.2202713042497635,0.0498144999146461,0.6219230890274048,0.0195180755108594,0.4292868375778198,0.1880457997322082,0.4841408729553222,0.1204027757048606,0.0365149080753326,0.2560778558254242,0.0079910326749086,0.0954319015145301,0.0389487892389297,0.0204913411289453,0.9964957237243652
How wide is the vehicle in the image? answer in millimetre,1800,['1748'],"['1800', '1800', '1800', '1800', '1800', '1800', '1800', '1700', '1800', '1800']",0,-1.897366596101028,0.952577334334235,-0.1662727428332437,0.0015034391929775,0.3409206569194793,0.0629412978887558,0.0028219202067703,0.1626328974962234,0.0407248884439468,0.1048928946256637,0.106591060757637,0.0034943192731589,0.0029925729613751,0.0059089171700179,0.0072279614396393,0.0232387520372867,0.0192079469561576,0.0167014766484498,0.0704276785254478,0.0111274430528283,0.0310974866151809,0.0392901822924613,0.0381083339452743,0.0115703474730253,0.0017153754597529,0.0131492707878351,0.0018445757450535,0.0032079603988677,0.0139555521309375,0.9996949434280396
What is the height of this river in metre?,100,['23'],"['100', '100', '120', '100', '150', '100', '100', '22.5', '100', '100']",0,-4.295187568770485,3.059023205018258e-07,-0.6870899963378906,9.61116520613947e-05,0.3331752419471741,0.0047902627848088,0.0010613752529025,0.0081512769684195,0.0087724514305591,0.0160406958311796,0.0021525842603296,0.0007749131182208,0.0019205377902835,0.0009623698424547,0.003704770701006,0.0014328702818602,0.0016233843052759,0.0041338638402521,0.0134663041681051,0.0035937579814344,0.0097218994051218,0.0022755458485335,0.0036523479502648,0.0045986999757587,0.0007993154576979,0.0065644574351608,0.0010830701794475,0.0019399703014642,0.0021846748422831,0.6463180780410767
On what date did this building officially open?,1971,['1971 10 16'],"['1971', '1971', '1971', '1971', '1971', '1971', '1971', '1971', '1971', '1971']",0,-5.551115123125784e-16,1.0,-0.0228613860788755,0.0004307425405756,0.9371386170387268,0.0118242418393492,0.172425776720047,0.018807815387845,0.1100823134183883,0.8500754833221436,0.694438099861145,0.3011743426322937,0.0021012313663959,0.2019979655742645,0.0116722481325268,0.5119490027427673,0.0443631224334239,0.0875478759407997,0.2963845729827881,0.0023743447382003,0.0429893992841243,0.2866898775100708,0.2418940216302871,0.0312843695282936,0.013965306803584,0.0578862912952899,0.0115493712946772,0.2747041285037994,0.0428584069013595,0.5920730829238892
Who found this building?,no one,['Neagoe Basarab'],"[' unknown', 'no one', ' no one', 'no one', 'unknown', ' unknown', ' unknown', 'no one', ' unknown', 'unknown']",0,-0.0110207682982733,0.9999036835327718,-0.8173653207079346,0.0011708796207911,0.1178951933979988,0.0018251297296956,0.0016170809976756,0.0033232348505407,0.0033608255907893,0.0010018417378887,0.0259325038641691,0.0007034132140688,0.0008394651231355,0.0009900889126583,0.0032411566935479,0.0006952953990548,0.0007753433310426,0.0008177005802281,0.00242455676198,0.0005551232025027,0.002918587764725,0.0014645451446995,0.0027029879856854,0.0008011467871256,0.000960846664384,0.0007229272741824,0.0009388363105244,0.000850990822073,0.0006677187629975,0.3728489875793457
What is the weight of a male of this animal in kilogram?,15,['29.5'],"['10.5 kg', '15 kg', '10 kg', '10', '15 kg', '15 kg', '12', '25 kg', '15', '15 kg']",0,-5.67477832270104,0.9398718726030456,-0.798184763015964,0.0003354626279025,0.1958859860897064,0.0057270308025181,0.0014402535744011,0.0102433208376169,0.0043093771673738,0.0256681442260742,0.0067132236436009,0.003388792509213,0.0019045340595766,0.0048368405550718,0.0098962560296058,0.0202408283948898,0.02380514703691,0.020843019708991,0.0114636030048131,0.0266343280673027,0.0160344969481229,0.0217576175928115,0.0050557842478156,0.0439615398645401,0.0038404038641601,0.0256604757159948,0.0014353174483403,0.005844741128385,0.0200042892247438,0.36157530546188354
What is the closest parent taxonomy of this plant?,Tree,['Acacia'],"['No plant shown.', 'No plant in the image.', 'Tree', 'Tree', 'No plant is depicted in the image. The image shows a logging operation with machinery and a truck,', 'Tree', 'No plant is shown in the image.', 'Tree', 'Tree', 'Plantae']",0,-4.0672633871054025,2.1445408316589164e-05,-0.5245025931210724,0.0015034391929775,0.8096311688423157,0.0617230013012886,0.0049083670601248,0.034107394516468,0.0071405139751732,0.1496327370405197,0.011127395555377,0.336312860250473,0.1093401759862899,0.2145624607801437,0.0916846022009849,0.2862730026245117,0.1749064922332763,0.0009853696683421,0.0039036849047988,0.0006390811759047,0.0175539907068014,0.0006632129661738,0.0021845616865903,0.0011413726024329,0.0018288532737642,0.0010765022598206,0.0113112153485417,0.0010138226207345,0.0009095398709177,0.4053155183792114
What is the height of this park in terms of foot above sea level?,0 feet,['20'],"['0 feet', '0 feet', 'Not determinable from image alone.', '0 feet', '0 feet', '0 feet', '0 feet', 'Not determinable from image alone.', '0 feet', '0 feet']",0,-2.529822128134704,2.2603294069810542e-06,-0.3668596657638766,9.61116520613947e-05,0.4881941080093384,0.0189211871474981,0.0047627594321966,0.174469381570816,0.0747229009866714,0.0411753877997398,0.0350796058773994,0.0005965754971839,0.0003075691347476,0.0007126762066036,0.0005925964214839,0.0006174098234623,0.0028658721130341,0.0045770392753183,0.1894616931676864,0.0018352683400735,0.0947612822055816,0.0124801164492964,0.0763039588928222,0.0012506905477494,0.0007781813037581,0.000758892041631,0.0009055155678652,0.0009121629991568,0.0006447520572692,0.9440739154815674
Which diocese does this building belong to?,Diocese of Cebu,['Diocese of Tagbilaran'],"[' Diocese of San Pablo', ' Diocese of Cebu', ' Diocese of San Jose (Bicol)', 'Diocese of Nueva Caceres', 'Diocese of Nueva Caceres', ' Diocese of Cebu', ' Diocese of Nueva Caceres', ' Diocese of San Pablo', ' Diocese of San Jose de Buenavista', ' Diocese of Cebu']",0,-6.06054178616045,0.9996643629793364,-0.4577911897771217,0.0015034391929775,0.6351541876792908,0.0078015322797,0.0105910710990428,0.0158255863934755,0.0071252090856432,0.0566881671547889,0.0331162139773368,0.0052380114793777,0.0010235864901915,0.0403300076723098,0.0009522897307761,0.0064754895865917,0.0146724889054894,0.2817358076572418,0.0244550816714763,0.0757442340254783,0.0083366176113486,0.3933708071708679,0.1065268963575363,0.0068763131275773,0.1178862452507019,0.0119775645434856,0.0747031047940254,0.0016236176015809,0.0049825203604996,0.7982125878334045
What is the closest upper taxonomy of this animal?,Fishes,['Gnathostomata'],"['Fish', 'Fish', 'Fish', 'Fishes', 'Fish', 'Fish', 'Fish', 'Fish', 'Fish', 'Fishes']",0,-0.0056726723015286,0.0959670860449984,-0.4575298208825795,0.0011708796207911,0.663755476474762,0.0488353110849857,0.0662831366062164,0.1023066639900207,0.0270277522504329,0.2088659554719925,0.020530492067337,0.0284117627888917,0.0142871309071779,0.0293106585741043,0.0215614698827266,0.1193675100803375,0.0728431865572929,0.0006988171953707,0.0018299286020919,0.0005040434771217,0.0069386810064315,0.000596206926275,0.0009665074176155,0.0008298734319396,0.0055407742038369,0.0008003825205378,0.0022685921285301,0.0008160091820172,0.0021880858112126,0.8648035526275635
In which year did this building come into service?,1871,['1772'],"['1868', '1869', '1868', '1867', '1869', '1869', '1871', '1868', '1863', '1864']",0,-6.693008541439942,1.9555681087850496e-08,-0.6454233652002951,0.0009118819655545,0.2421124279499054,0.0031174542382359,0.0030324172694236,0.0035700188018381,0.002775156404823,0.0493967160582542,0.1916498690843582,0.0038857068866491,0.0009012363152578,0.0016151858726516,0.0079468945041298,0.0021950448863208,0.0043448810465633,0.0294828452169895,0.0161253660917282,0.0047370702959597,0.0101700900122523,0.1018788740038871,0.0221370477229356,0.0059151500463485,0.0057851476594805,0.0115448804572224,0.0024489508941769,0.1022516041994094,0.012564605101943,0.007757265120744705
How many metre is the vertical depth of the lake?,Not determinable from image.,['78'],"['Cannot determine from image.', 'Not determinable from the image.', 'Cannot determine from image.', 'Cannot determine from image.', 'Not determinable from the image.', 'Cannot determine from image.', 'Not determinable from the image.', 'Not determinable from the image.', 'Not determinable from the image.', 'Cannot determine from image.']",0,-0.0030765969431289,1.0,-0.269285994845707,0.0003354626279025,0.3550270795822143,0.0524708330631256,0.0028596622869372,0.0311636924743652,0.0036137755960226,0.0063771135173738,0.0020325630903244,0.0006036976119503,0.0002322993386769,0.0006530825048685,0.0003890524967573,0.0005882924888283,0.0002733187575358,0.0031500207260251,0.0120653230696916,0.0020372015424072,0.0147466231137514,0.0096144406124949,0.0022601697128266,0.0007642570417374,0.0006718134973198,0.0007118646753951,0.0008102575666271,0.0007833014242351,0.0004918327322229,0.588898777961731
What is the parent organization of this aircraft?,ORIA air,['Hawker Siddeley'],"[' ORIA air', ' ORIA air', ' ORA air', ' ORA air', ' ORA air', ' ORA air', ' ORA air', ' ORA air', ' ORA air', ' ORA air']",0,-0.076672275989309,0.9398718726030456,-0.2241609747634356,0.0067379469990854,0.5632866621017456,0.0326526351273059,0.0013057963224127,0.0123563930392265,0.0142010012641549,0.0051448312588036,0.1291018724441528,0.0334506221115589,0.0047162468545138,0.1186514198780059,0.002471481449902,0.2333642393350601,0.0052045662887394,0.0646524056792259,0.0060404636897146,0.0432653501629829,0.0031333204824477,0.0186694506555795,0.006155832670629,0.0654146000742912,0.0301699861884117,0.0448071397840976,0.0013311811489984,0.0047235828824341,0.0141618633642792,0.9948424100875854
Which body of water is this building located in or next to?,Amsterdam canals,['River Thames'],"[' Amsterdam canals', ' Amsterdam canal', ' river', ' Amsterdam canal', 'Amsterdam canals', ' river', 'Amsterdam canals', ' river', 'Amsterdam canals', ' Amsterdam canals']",0,-2.896446491634629,0.9984981382022412,-0.6298479245452715,0.0007101743888425,0.3293791115283966,0.0255247019231319,0.0026401004288345,0.0316260010004043,0.0056342249736189,0.1863714307546615,0.0051752161234617,0.0008104734588414,0.0009833064395934,0.001137499930337,0.0019324667518958,0.0015012494986876,0.0064524817280471,0.3552819192409515,0.1049924492835998,0.3960423469543457,0.0808132365345954,0.3909821808338165,0.0731960460543632,0.003404471091926,0.0016402759356424,0.0124618355184793,0.0008744809892959,0.0019072808790951,0.0062414458952844,0.9015429615974426
What is this building named after?,St Mary's,['Trinity'],"[""St. Mary's"", ""St. Mary's Church"", ""St. Mary's"", ""St. Mary's Church"", ""St. Mary's"", ""St. Mary's Church"", ""St Mary's Church"", ""St. Mary's Church"", ""St Mary's Church"", ""St. Mary's Church""]",0,-0.007538505878734,0.9523447998951764,-0.3364953951413433,0.0031827807965096,0.1271739900112152,0.0023490486200898,0.0020963347051292,0.0051102852448821,0.0029724284540861,0.0606342665851116,0.0019795773550868,0.0020617444533854,0.0019214190542697,0.0011703355703502,0.0015077471034601,0.0009508591028861,0.0021529251243919,0.0117791639640927,0.0090545415878295,0.0173380095511674,0.0070464354939758,0.0587704107165336,0.0021283701062202,0.0013925960520282,0.0023620012216269,0.0017955489456653,0.0036774377804249,0.0007041271310299,0.0008192702080123,0.9774627685546875
